date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23555,23555,23555,0,23555,0,0,23555,0,2.8e-4,0,8645,7751,1280,13144,8645,7751,1280,13144,0,0,0,0,23555,0,0,8645,7751,1280,13144,NA,NA,NA,NA
2020-12-28,42301,18746,18746,0,42301,0,0,42301,0,5.1e-4,0,16437,15100,2012,21997,16437,15100,2012,21997,0,0,0,0,18746,0,0,7792,7349,732,8853,NA,NA,NA,NA
2020-12-29,84881,42580,42580,0,84881,0,0,84881,0,0.00102,0,28902,36629,3090,38675,28902,36629,3090,38675,0,0,0,0,42580,0,0,12465,21529,1078,16678,NA,NA,NA,NA
2020-12-30,142825,57944,57944,0,142825,0,0,142825,0,0.00172,0,46296,68028,4688,59576,46296,68028,4688,59576,0,0,0,0,57944,0,0,17394,31399,1598,20901,NA,NA,NA,NA
2020-12-31,181447,38622,38622,0,181447,0,0,181447,0,0.00218,0,59393,86683,6506,74937,59393,86683,6506,74937,0,0,0,0,38622,0,0,13097,18655,1818,15361,NA,NA,NA,NA
2021-01-01,206201,24754,24754,0,206201,0,0,206201,0,0.00248,0,67142,96648,7581,87537,67142,96648,7581,87537,0,0,0,0,24754,0,0,7749,9965,1075,12600,NA,NA,NA,NA
2021-01-02,258045,51844,51844,0,258045,0,0,258045,0,0.0031,0,86390,120295,10060,108523,86390,120295,10060,108523,0,0,0,0,51844,0,0,19248,23647,2479,20986,258045,258045,0,0
2021-01-03,283035,24990,24990,0,283035,0,0,283035,0,0.0034,0,96217,131151,10990,119166,96217,131151,10990,119166,0,0,0,0,24990,0,0,9827,10856,930,10643,259480,259480,0,0
2021-01-04,331642,48607,48607,0,331642,0,0,331642,0,0.00399,0,111451,156166,13650,135077,111451,156166,13650,135077,0,0,0,0,48607,0,0,15234,25015,2660,15911,289341,289341,0,0
2021-01-05,384028,52386,52386,0,384028,0,0,384028,0,0.00462,0,127668,183629,16085,153261,127668,183628,16085,153261,0,1,0,0,52386,0,0,16217,27463,2435,18184,299147,299147,0,0
2021-01-06,442707,58679,58679,0,442707,0,0,442707,0,0.00532,0,145405,214385,19499,174343,145405,214384,19499,174343,0,1,0,0,58679,0,0,17737,30756,3414,21082,299882,299882,0,0
2021-01-07,501082,58375,58375,0,501082,0,0,501082,0,0.00603,0,163130,244732,22505,192189,163129,244731,22505,192189,1,1,0,0,58375,0,0,17725,30347,3006,17846,319635,319635,0,0
2021-01-08,561475,60393,60393,0,561475,0,0,561475,0,0.00675,0,182668,276280,25817,211958,182663,276279,25817,211958,5,1,0,0,60393,0,0,19538,31548,3312,19769,355274,355274,0,0
2021-01-09,618671,57196,57196,0,618671,0,0,618671,0,0.0074400000000000004,0,204956,300978,28136,234883,204947,300977,28136,234883,9,1,0,0,57196,0,0,22288,24698,2319,22925,360626,360626,0,0
2021-01-10,651962,33291,33291,0,651962,0,0,651962,0,0.00784,0,218186,315046,29458,246687,218175,315045,29458,246687,11,1,0,0,33291,0,0,13230,14068,1322,11804,368927,368927,0,0
2021-01-11,717559,65597,65597,0,717559,0,0,717559,0,0.00863,0,241181,346349,32403,266958,241170,346348,32403,266958,11,1,0,0,65597,0,0,22995,31303,2945,20271,385917,385917,0,0
2021-01-12,799566,82007,82007,0,799566,0,0,799566,0,0.00961,0,266716,388660,35555,291151,266705,388659,35555,291151,11,1,0,0,82007,0,0,25535,42311,3152,24193,415538,415538,0,0
2021-01-13,898590,99024,99024,0,897795,795,0,898590,0,0.0108,0,299089,440896,38977,320657,299078,440895,38977,320657,11,1,0,0,98229,795,0,32373,52236,3422,29506,455883,455088,795,0
2021-01-14,998712,100122,100007,115,993268,5444,0,998597,115,0.01201,0,325339,492107,41328,353326,325273,492102,41328,353326,66,5,0,0,95473,4649,0,26250,51211,2351,32669,497630,492186,5444,0
2021-01-15,1091452,92740,92311,429,1080557,10895,0,1090908,544,0.01312,1e-5,355085,539336,44946,381463,354906,539252,44937,381374,179,84,9,89,87289,5451,0,29746,47229,3618,28137,529977,519082,10895,0
2021-01-16,1148568,57116,56719,397,1135815,12753,0,1147627,941,0.0138,1e-5,376061,564430,46985,401339,375691,564239,46915,401048,370,191,70,291,55258,1858,0,20976,25094,2039,19876,529897,517144,12753,0
2021-01-17,1193120,44552,30942,13610,1178952,14168,0,1178569,14551,0.01417,1.7e-4,392811,584017,48708,419225,386121,578934,48043,410992,6690,5083,665,8233,43137,1415,0,16750,19587,1723,17886,541158,526990,14168,0
2021-01-18,1267353,74233,57823,16410,1251251,16102,0,1236392,30961,0.01487,3.7e-4,420065,619810,50816,439910,407712,607655,49617,424143,12353,12155,1199,15767,72299,1934,0,27254,35793,2108,20685,549794,533692,16102,0
2021-01-19,1362345,94992,67728,27264,1344720,17625,0,1304120,58225,0.01568,7e-4,452548,668582,54074,467023,430735,643370,52082,440628,21813,25212,1992,26395,93469,1523,0,32483,48772,3258,27113,562779,545154,17625,0
2021-01-20,1490993,128648,77993,50655,1472076,18917,0,1382113,108880,0.01662,0.00131,494583,730987,57972,509648,457917,680405,55083,463246,36666,50582,2889,46402,127356,1292,0,42035,62405,3898,42625,592403,574281,18122,0
2021-01-21,1586929,95936,60545,35391,1566912,20017,0,1442658,144271,0.01735,0.00173,532061,774855,62183,540663,482451,707115,58309,480846,49610,67740,3874,59817,94836,1100,0,37478,43868,4211,31015,588217,573644,14573,0
2021-01-22,1702260,115331,84041,31290,1680905,21355,0,1526699,175561,0.01836,0.00211,573283,826901,65760,583166,511113,744709,60994,508411,62170,82192,4766,74755,113993,1338,0,41222,52046,3577,42503,610808,600348,10460,0
2021-01-23,1794638,92378,48789,43589,1772900,21738,0,1575488,219150,0.01894,0.00264,607450,867458,69015,614289,529558,764508,62174,522127,77892,102950,6841,92162,91995,383,0,34167,40557,3255,31123,646070,637085,8985,0
2021-01-24,1860739,66101,38074,28027,1838757,21982,0,1613562,247177,0.0194,0.00297,630001,894533,69903,638321,542934,779509,62495,533927,87067,115024,7408,104394,65857,244,0,22551,27075,888,24032,667619,659805,7814,0
2021-01-25,1958079,97340,57746,39594,1934623,23456,0,1671308,286771,0.0201,0.00345,669384,937471,73320,663915,570471,801617,64142,546610,98913,135854,9178,117305,95866,1474,0,39383,42938,3417,25594,690726,683372,7354,0
2021-01-26,2060744,102665,53112,49553,2035699,25045,0,1724420,336324,0.02073,0.00404,707523,985656,76992,691597,595234,822307,65442,558605,112289,163349,11550,132992,101076,1589,0,38139,48185,3672,27682,698399,690979,7420,0
2021-01-27,2173613,112869,54023,58846,2146657,26956,0,1778443,395170,0.02138,0.00475,747778,1039999,82044,723259,618488,844607,67233,570789,129290,195392,14811,152470,110958,1911,0,40255,54343,5052,31662,682620,674581,8039,0
2021-01-28,2274041,100428,51578,48850,2240602,33439,0,1830021,444020,0.022,0.00534,784355,1088753,86166,749595,640158,867462,68756,582656,144197,221291,17410,166939,93945,6483,0,36577,48754,4122,26336,687112,673690,13422,0
2021-01-29,2383120,109079,55789,53290,2348278,34842,0,1885810,497310,0.02268,0.00598,824587,1139941,91424,777553,662071,891394,70961,593631,162516,248547,20463,183922,107676,1403,0,40232,51188,5258,27958,680860,667373,13487,0
2021-01-30,2470351,87231,39482,47749,2434635,35716,0,1925292,545059,0.02315,0.00655,857783,1180268,95065,802864,678138,909664,72355,601495,179645,270604,22710,201369,86357,874,0,33196,40327,3641,25311,675713,661735,13978,0
2021-01-31,2533020,62669,31317,31352,2496962,36058,0,1956609,576411,0.02353,0.00693,881328,1208657,97092,818585,691711,923940,73511,607274,189617,284717,23581,211311,62327,342,0,23545,28389,2027,15721,672281,658205,14076,0
2021-02-01,2648450,115430,49696,65734,2610815,37635,0,2006305,642145,0.02412,0.00772,922056,1266093,100626,847478,711650,948421,75327,617035,210406,317672,25299,230443,113853,1577,0,40728,57436,3534,28893,690371,676192,14179,0
2021-02-02,2775912,127462,57767,69695,2736248,39664,0,2064072,711840,0.02482,0.00856,963377,1332732,105514,879727,730447,981251,77797,626741,232930,351481,27717,252986,125433,2029,0,41321,66639,4888,32249,715168,700549,14619,0
2021-02-03,2918077,142165,57614,84551,2872960,45117,0,2121686,796391,0.02551,0.00958,1015566,1401311,110942,917146,752817,1008805,79934,637625,262749,392506,31008,279521,136712,5453,0,52189,68579,5428,37419,744464,726303,18161,0
2021-02-04,3053441,135364,62922,72442,3003299,50142,0,2184608,868833,0.02627,0.01045,1061069,1470652,115393,949609,774078,1044012,82119,646939,286991,426640,33274,302670,130339,5025,0,45503,69341,4451,32463,779400,762697,16703,0
2021-02-05,3185392,131951,59135,72816,3131182,54210,0,2243743,941649,0.02698,0.01132,1110491,1534635,120186,981077,797489,1073434,83618,656363,313002,461201,36568,324714,127883,4068,0,49422,63983,4793,31468,802272,782904,19368,0
2021-02-06,3289020,103628,48470,55158,3231409,57611,0,2292213,996807,0.02756,0.01199,1146089,1586214,124688,1007927,814953,1098676,85467,665354,331136,487538,39221,342573,100227,3401,0,35598,51579,4502,26850,818669,796774,21895,0
2021-02-07,3348419,59399,32880,26519,3287349,61070,0,2325093,1023326,0.02796,0.0123,1168703,1613675,127387,1021745,827811,1114662,86702,671005,340892,499013,40685,350740,55940,3459,0,22614,27461,2699,13818,815399,790387,25012,0
2021-02-08,3455777,107358,55734,51624,3390734,65027,16,2380827,1074950,0.02863,0.01293,1220730,1655919,131245,1041284,860281,1132589,88509,678551,360449,523330,42736,362733,103385,3957,16,52027,42244,3858,19539,807327,779919,27392,16
2021-02-09,3580206,124429,59931,64498,3511703,68296,207,2440758,1139448,0.02935,0.0137,1279115,1707902,135503,1063529,896252,1150825,91192,686964,382863,557077,44311,376565,120969,3269,191,58385,51983,4258,22245,804294,775455,28632,207
2021-02-10,3729240,149034,74978,74056,3648302,73226,7712,2515736,1213504,0.03025,0.01459,1341923,1777229,139248,1091351,934881,1180325,92795,696997,407042,596904,46453,394354,136599,4930,7505,62808,69327,3745,27822,811163,775342,28109,7712
2021-02-11,3872730,143490,71162,72328,3772109,79176,21445,2586898,1285832,0.0311,0.01546,1400304,1847169,144572,1116692,969143,1211586,95098,706430,431161,635583,49474,410262,123807,5950,13733,58381,69940,5324,25341,819289,768810,29034,21445
2021-02-12,4030403,157673,79719,77954,3906510,88713,35180,2666617,1363786,0.03206,0.0164,1470140,1919266,150668,1143317,1010381,1243963,97768,716030,459759,675303,52900,427287,134401,9537,13735,69836,72097,6096,26625,845011,775328,34503,35180
2021-02-13,4140237,109834,63216,46618,4000662,92085,47490,2729833,1410404,0.03282,0.01696,1524965,1963550,155196,1160941,1044875,1268577,99537,722813,480090,694973,55659,438128,94152,3372,12310,54825,44284,4528,17624,851217,769253,34474,47490
2021-02-14,4207003,66766,39782,26984,4057596,94938,54469,2769615,1437388,0.0333,0.01728,1562983,1988019,156774,1169409,1069278,1281919,100354,726335,493705,706100,56420,443074,56934,2853,6979,38018,24469,1578,8468,858584,770247,33868,54469
2021-02-15,4333756,126753,70727,56026,4165975,98259,69522,2840342,1493414,0.03415,0.01796,1629251,2037071,160649,1189105,1109750,1307464,102487,732914,519501,729607,58162,456191,108379,3321,15053,66268,49052,3875,19696,877979,775241,33232,69506
2021-02-16,4469856,136100,81362,54738,4274065,102887,92904,2921704,1548152,0.03513,0.01862,1694480,2095674,163287,1207225,1151438,1342840,104000,739673,543042,752834,59287,467552,108090,4628,23382,65229,58603,2638,18120,889650,762362,34591,92697
2021-02-17,4618686,148830,94240,54590,4396645,109879,112162,3015944,1602742,0.03626,0.01927,1772724,2153526,168149,1228827,1206975,1375954,106814,748031,565749,777572,61335,480796,122580,6992,19258,78244,57852,4862,21602,889446,748343,36653,104450
2021-02-18,4763410,144724,92721,52003,4510780,116945,135685,3108665,1654745,0.03738,0.0199,1847065,2212419,171525,1248977,1258706,1412201,108562,755850,588359,800218,62963,493127,114135,7066,23523,74341,58893,3376,20150,890680,738671,37769,114240
2021-02-19,4913018,149608,96257,53351,4629558,124855,158605,3204922,1708096,0.03854,0.02054,1926457,2270405,176220,1266843,1315879,1446227,111128,762596,610578,824178,65092,504247,118778,7910,22920,79392,57986,4695,17866,882615,723048,36142,123425
2021-02-20,5025462,112444,74860,37584,4715803,130314,179345,3279782,1745680,0.03944,0.02099,1986078,2313632,179814,1280096,1358548,1474449,113362,766533,627530,839183,66452,513563,86245,5459,20740,59621,43227,3594,13253,885225,715141,38229,131855
2021-02-21,5110987,85525,56582,28943,4781653,134534,194800,3336364,1774623,0.04012,0.02134,2033351,2345146,182322,1289308,1392039,1494817,114483,768312,641312,850329,67839,520996,65850,4220,15455,47273,31514,2508,9212,903984,724057,39596,140331
2021-02-22,5262168,151181,98740,52441,4900230,141877,220061,3435104,1827064,0.0413,0.02197,2111466,2406729,187163,1306770,1450133,1529925,117458,774599,661333,876804,69705,532171,118577,7343,25261,78115,61583,4841,17462,928412,734255,43618,150539
2021-02-23,5420668,158500,103348,55152,5026768,148134,245766,3538452,1882216,0.04255,0.02263,2190075,2472895,192595,1324533,1509277,1566205,120777,781990,680798,906690,71818,542543,126538,6257,25705,78609,66166,5432,17763,950812,752703,45247,152862
2021-02-24,5593143,172475,115301,57174,5158525,155645,278973,3653753,1939390,0.04393,0.02332,2275049,2546681,199081,1342394,1573340,1610284,125000,789242,701709,936397,74081,553152,131757,7511,33207,84974,73786,6486,17861,974457,761880,45766,166811
2021-02-25,5769123,175980,125104,50876,5281847,161749,325527,3778857,1990266,0.04544,0.02393,2355505,2628038,205628,1358831,1635398,1664975,129894,796683,720107,963063,75734,562148,123322,6104,46554,80456,81357,6547,16437,1005713,771067,44804,189842
2021-02-26,5956560,187437,130738,56699,5411726,168671,376163,3909595,2046965,0.04701,0.02461,2440553,2714194,212260,1376709,1698976,1722548,134803,804343,741577,991646,77457,572366,129879,6922,50636,85048,86156,6632,17878,1043542,782168,43816,217558
2021-02-27,6100934,144374,106485,37889,5504052,173062,423820,4016080,2084854,0.04829,0.02507,2498822,2781748,218768,1386178,1742282,1772949,139658,807598,756540,1008799,79110,578580,92326,4391,47657,58269,67554,6508,9469,1075472,788249,42748,244475
2021-02-28,6213725,112791,85532,27259,5570550,176579,466596,4101612,2112113,0.04932,0.0254,2540520,2837445,223583,1391621,1772767,1817118,143710,809155,767753,1020327,79873,582466,66498,3517,42776,41698,55697,4815,5443,1102738,788897,42045,271796
2021-03-01,6394364,180639,133340,47299,5696093,183845,514426,4234952,2159412,0.05092,0.02596,2641523,2904241,230716,1404669,1846314,1869392,149628,813771,795209,1034849,81088,590898,125543,7266,47830,101003,66796,7133,13048,1132196,795863,41968,294365
