date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23998,23998,23861,137,23998,0,0,23861,137,2.9e-4,0,10705,8657,1305,12604,10664,8590,1305,12536,41,67,0,68,23998,0,0,10705,8657,1305,12604,NA,NA,NA,NA
2020-12-28,42383,18385,18385,0,42383,0,0,42246,137,5.1e-4,0,18621,15788,1991,21344,18580,15721,1991,21276,41,67,0,68,18385,0,0,7916,7131,686,8740,NA,NA,NA,NA
2020-12-29,90959,48576,47987,589,90959,0,0,90233,726,0.00108,1e-5,34989,40734,3107,40508,34724,40420,3107,40099,265,314,0,409,48576,0,0,16368,24946,1116,19164,NA,NA,NA,NA
2020-12-30,152131,61172,61168,4,152131,0,0,151401,730,0.00182,1e-5,55510,73365,4901,63206,55243,73050,4901,62794,267,315,0,412,61172,0,0,20521,32631,1794,22698,NA,NA,NA,NA
2020-12-31,200979,48848,48731,117,200979,0,0,200132,847,0.00241,1e-5,72831,96719,6752,83965,72517,96367,6752,83476,314,352,0,489,48848,0,0,17321,23354,1851,20759,NA,NA,NA,NA
2021-01-01,220253,19274,19274,0,220252,0,1,219406,847,0.00264,1e-5,81208,105449,7830,92301,80894,105097,7830,91812,314,352,0,489,19273,0,1,8377,8730,1078,8336,NA,NA,NA,NA
2021-01-02,272863,52610,52394,216,272862,0,1,271800,1063,0.00327,1e-5,102774,129731,10350,113258,102365,129304,10350,112629,409,427,0,629,52610,0,0,21566,24282,2520,20957,272863,272862,0,1
2021-01-03,296950,24087,24087,0,296949,0,1,295887,1063,0.00356,1e-5,113044,140227,11284,123279,112635,139800,11284,122650,409,427,0,629,24087,0,0,10270,10496,934,10021,272952,272951,0,1
2021-01-04,345291,48341,48341,0,345290,0,1,344228,1063,0.00414,1e-5,129646,164913,13951,139091,129237,164486,13951,138462,409,427,0,629,48341,0,0,16602,24686,2667,15812,302908,302907,0,1
2021-01-05,398645,53354,53331,23,398643,1,1,397559,1086,0.00478,1e-5,147987,192565,16489,157656,147576,192117,16489,157025,411,448,0,631,53353,1,0,18341,27652,2538,18565,307686,307684,1,1
2021-01-06,461428,62783,62782,1,461423,2,3,460341,1087,0.00554,1e-5,169498,225530,19910,180812,169086,225082,19910,180181,412,448,0,631,62780,1,2,21511,32965,3421,23156,309297,309292,2,3
2021-01-07,517411,55983,55979,4,517406,2,3,516320,1091,0.00621,1e-5,189172,254868,22957,197233,188758,254418,22957,196600,414,450,0,633,55983,0,0,19674,29338,3047,16421,316432,316427,2,3
2021-01-08,580077,62666,62367,299,580072,2,3,578687,1390,0.00696,2e-5,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,62666,0,0,22349,32447,3367,20986,359824,359820,2,2
2021-01-09,640961,60884,60834,50,640956,2,3,639521,1440,0.00769,2e-5,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,60884,0,0,25801,25923,2683,25106,368098,368094,2,2
2021-01-10,675942,34981,34975,6,675937,2,3,674496,1446,0.00811,2e-5,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,34981,0,0,15133,14556,1372,12990,378992,378988,2,2
2021-01-11,742080,66138,66091,47,742074,3,3,740587,1493,0.0089,2e-5,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,66137,1,0,25058,31382,3208,20459,396789,396784,3,2
2021-01-12,824648,82568,82519,49,824640,3,5,823106,1542,0.0099,2e-5,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,82566,0,2,28182,42162,2995,24957,426003,425997,2,4
2021-01-13,935357,110709,110525,184,934552,800,5,933631,1726,0.01123,2e-5,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,109912,797,0,39472,57506,3903,35608,473929,473129,798,2
2021-01-14,1017852,82495,82216,279,1012463,5384,5,1015847,2005,0.01221,2e-5,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,77911,4584,0,29636,42257,2284,24124,500441,495057,5382,2
2021-01-15,1107752,89900,89230,670,1096907,10821,24,1105077,2675,0.01329,3e-5,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,84444,5437,19,33922,44572,3959,27739,527675,516835,10819,21
2021-01-16,1164828,57076,56106,970,1152211,12593,24,1161183,3645,0.01396,4e-5,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,55304,1772,0,24258,24954,2131,19596,523867,511255,12591,21
2021-01-17,1212231,47403,30737,16666,1198308,13898,25,1191920,20311,0.01433,2.4e-4,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,46097,1305,1,20466,20375,2025,19746,536289,522371,13896,22
2021-01-18,1293394,81163,65535,15628,1275902,17466,26,1257455,35939,0.01512,4.3e-4,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,77594,3568,1,29279,42881,2222,20356,551314,533828,17463,23
2021-01-19,1405595,112201,80159,32042,1385064,20455,76,1337614,67981,0.01608,8.2e-4,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,109162,2989,50,37037,62085,3608,30943,580947,560424,20452,71
2021-01-20,1535812,130217,79687,50530,1512550,23182,80,1417301,118511,0.01704,0.00142,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,127486,2727,4,48311,64071,4243,42235,600455,577998,22382,75
2021-01-21,1639771,103959,64291,39668,1613919,25772,80,1481592,158179,0.01781,0.0019,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,101369,2590,0,42074,48464,4449,34117,621919,601456,20388,75
2021-01-22,1741308,101537,67284,34253,1713443,27773,92,1548876,192432,0.01862,0.00231,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,99524,2001,12,43899,45386,3607,34447,633556,616536,16952,68
2021-01-23,1826592,85284,40675,44609,1798343,28156,93,1589551,237041,0.01911,0.00285,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,84900,383,1,37718,37100,3401,27274,661764,646132,15563,69
2021-01-24,1875742,49150,25416,23734,1847247,28400,95,1614967,260775,0.01942,0.00314,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,48904,244,2,23888,19078,917,15066,663511,648939,14502,70
2021-01-25,1971615,95873,58146,37727,1941396,30122,97,1673113,298502,0.02012,0.00359,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,94149,1722,2,40720,41565,3496,25135,678221,665494,12656,71
2021-01-26,2070643,99028,50930,48098,2038764,31776,103,1724043,346600,0.02073,0.00417,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,97368,1654,6,40197,45564,3787,26288,665048,653700,11321,27
2021-01-27,2181182,110539,51579,58960,2147369,33702,111,1775622,405560,0.02135,0.00488,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,108605,1926,8,43262,52313,5172,30854,645370,634819,10520,31
2021-01-28,2271965,90783,44935,45848,2236516,35337,112,1820557,451408,0.02189,0.00543,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,89147,1635,1,38156,40823,4188,24438,632194,622597,9565,32
2021-01-29,2379534,107569,51133,56436,2342612,36742,180,1871690,507844,0.02251,0.00611,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,106096,1405,68,42904,47911,5533,29403,638226,629169,8969,88
2021-01-30,2465250,85716,34934,50782,2427453,37616,181,1906624,558626,0.02293,0.00672,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,84841,874,1,36518,36449,3961,27333,638658,629110,9460,88
2021-01-31,2522215,56965,26574,30391,2484075,37959,181,1933198,589017,0.02324,0.00708,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,56622,343,0,25453,22230,2107,15997,646473,636828,9559,86
2021-02-01,2642263,120048,58472,61576,2601855,40170,238,1991670,650593,0.02395,0.00782,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,117780,2211,57,43309,63377,3710,27400,670648,660459,10048,141
2021-02-02,2771231,128968,62546,66422,2727938,43041,252,2054216,717015,0.0247,0.00862,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,126083,2871,14,43459,70065,5194,30200,700588,689174,11265,149
2021-02-03,2927844,156613,63313,93300,2878581,48992,271,2117529,810315,0.02546,0.00974,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,150643,5951,19,59350,77411,5926,42514,746662,731212,15290,160
2021-02-04,3057632,129788,60295,69493,3002906,54449,277,2177824,879808,0.02619,0.01058,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,124325,5457,6,49003,64662,4567,31313,785667,766390,19112,165
2021-02-05,3198612,140980,65584,75396,3137999,60329,284,2243408,955204,0.02697,0.01149,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,135093,5880,7,54538,70143,5321,33929,819078,795387,23587,104
2021-02-06,3296410,97798,46071,51727,3233330,62795,285,2289479,1006931,0.02753,0.01211,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,95331,2466,1,39990,46078,4560,25804,831160,805877,25179,104
2021-02-07,3349715,53305,28071,25234,3284284,65144,287,2317550,1032165,0.02787,0.01241,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,50954,2349,2,25641,21272,2718,13233,827500,800209,27185,106
2021-02-08,3458868,109153,53185,55968,3389558,69005,305,2370735,1088133,0.02851,0.01308,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,105274,3861,18,52517,45804,3974,18776,816605,787703,28835,67
2021-02-09,3590534,131666,59128,72538,3517234,72887,413,2429863,1160671,0.02922,0.01396,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,127676,3882,108,61170,58646,4448,22913,819303,789296,29846,161
2021-02-10,3738499,147965,73303,74662,3654585,76479,7435,2503166,1235333,0.0301,0.01485,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,137351,3592,7022,66918,66666,4008,29421,810655,776004,27487,7164
2021-02-11,3879873,141374,73333,68041,3773592,83428,22853,2576499,1303374,0.03098,0.01567,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,119007,6949,15418,61016,67530,5474,25137,822241,770686,28979,22576
2021-02-12,4035194,155321,79793,75528,3905395,92900,36899,2656292,1378902,0.03194,0.01658,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,131803,9472,14046,71492,70677,6276,25475,836582,767396,32571,36615
2021-02-13,4142693,107499,61538,45961,3997290,95935,49468,2717830,1424863,0.03268,0.01713,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,91895,3035,12569,56331,41719,4604,17535,846283,763960,33140,49183
2021-02-14,4207488,64795,39777,25018,4052393,98336,56759,2757607,1449881,0.03316,0.01743,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,55103,2401,7291,38523,22724,1618,8066,857773,768109,33192,56472
2021-02-15,4333571,126083,70402,55681,4159339,102734,71498,2828009,1505562,0.034,0.0181,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,106946,4398,14739,67469,48201,4035,19272,874703,769781,33729,71193
2021-02-16,4467882,134311,81372,52939,4264998,107970,94914,2909381,1558501,0.03498,0.01874,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,105659,5236,23416,66034,58031,2675,16982,877348,747764,35083,94501
2021-02-17,4617340,149458,94171,55287,4387234,115494,114612,3003552,1613788,0.03611,0.0194,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,122236,7524,19698,80408,57991,5087,21528,878841,732649,39015,107177
2021-02-18,4760809,143469,91823,51646,4498591,123256,138962,3095375,1665434,0.03722,0.02003,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,111357,7762,24350,75874,58183,3438,19017,880936,724999,39828,116109
2021-02-19,4912955,152146,98779,53367,4616277,132612,164066,3194154,1718801,0.03841,0.02067,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,117686,9356,25104,80761,60342,4872,17360,877761,710882,39712,127167
2021-02-20,5026907,113952,76368,37584,4704153,137084,185670,3270522,1756385,0.03932,0.02112,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,87876,4472,21604,61600,43713,3658,13991,884214,706863,41149,136202
2021-02-21,5112683,85776,56884,28892,4771426,140312,200945,3327406,1785277,0.04001,0.02147,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,67273,3228,15275,48786,30517,2566,10371,905195,719033,41976,144186
2021-02-22,5272699,160016,99442,60574,4897782,149120,225797,3426848,1845851,0.0412,0.02219,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,126356,8808,24852,79647,69613,4897,17850,939128,738443,46386,154299
2021-02-23,5438438,165739,106421,59318,5029540,155945,252953,3533269,1905169,0.04248,0.02291,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,131758,6825,27156,80209,72879,5300,17870,970556,764542,47975,158039
2021-02-24,5611863,173425,114870,58555,5160835,163465,287563,3648139,1963724,0.04387,0.02361,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,131295,7520,34610,84879,74824,6578,19035,994523,773601,47971,172951
2021-02-25,5799123,187260,129640,57620,5291031,169983,338109,3777779,2021344,0.04542,0.0243,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,130196,6518,50546,82386,90489,6436,18119,1038314,792440,46727,199147
2021-02-26,6005042,205919,142721,63198,5428965,178547,397530,3920500,2084542,0.04714,0.02506,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,137934,8564,59421,88644,101335,7076,19689,1092087,812688,45935,233464
2021-02-27,6152401,147359,107871,39488,5521185,182729,448487,4028371,2124030,0.04844,0.02554,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,92220,4182,50957,63656,72302,6710,12871,1125494,817032,45645,262817
2021-02-28,6260346,107945,83724,24221,5583514,186624,490208,4112095,2148251,0.04944,0.02583,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,62329,3895,41721,48225,53289,4281,6661,1147663,812088,46312,289263
2021-03-01,6453884,193538,144413,49125,5711797,195630,546457,4256508,2197376,0.05118,0.02642,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,128283,9006,56249,102521,77964,7799,13259,1181185,814015,46510,320660
2021-03-02,6671905,218021,164499,53522,5852158,205278,614469,4421007,2250898,0.05316,0.02706,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,140361,9648,68012,110086,94219,9601,14607,1233467,822618,49333,361516
2021-03-03,6912388,240483,172794,67689,6007856,218588,685944,4593801,2318587,0.05524,0.02788,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,155698,13310,71475,120669,101381,11624,17234,1300525,847021,55123,398381
2021-03-04,7152667,240279,177944,62335,6150146,232101,770420,4771745,2380922,0.05738,0.02863,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,142290,13513,84476,111264,109772,12386,15763,1353544,859115,62118,432311
2021-03-05,7415489,262822,196880,65942,6296345,244892,874252,4968625,2446864,0.05974,0.02942,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,146199,12791,103832,117945,125041,14949,15447,1410447,867380,66345,476722
2021-03-06,7617041,201552,152639,48913,6406594,253448,956999,5121264,2495777,0.06158,0.03001,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,110249,8556,82747,89511,94681,10430,9518,1464640,885409,70719,508512
2021-03-07,7766077,149036,114541,34495,6489135,260169,1016773,5235805,2530272,0.06296,0.03042,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,82541,6721,59774,71282,66068,8107,5565,1505731,905621,73545,526565
2021-03-08,8002905,236828,184583,52245,6624426,271158,1107321,5420388,2582517,0.06517,0.03105,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,135291,10989,90548,118828,95840,16349,12320,1549021,912629,75528,560864
2021-03-09,8251715,248810,194079,54731,6764501,283755,1203459,5614467,2637248,0.06751,0.03171,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,140075,12597,96138,120904,102416,17409,13547,1579810,912343,78477,588990
2021-03-10,8531432,279717,214547,65170,6920172,295253,1316007,5829014,2702418,0.07009,0.03249,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,155671,11498,112548,130888,113519,20726,18367,1619044,912316,76665,630063
2021-03-11,8809358,277926,217015,60911,7068339,308325,1432694,6046029,2763329,0.0727,0.03323,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,148167,13072,116687,128872,119872,21144,13619,1656691,918193,76224,662274
2021-03-12,9127709,318351,246910,71441,7220028,325482,1582199,6292939,2834770,0.07567,0.03409,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,151689,17157,149505,134014,151672,22677,15455,1712220,923683,80590,707947
2021-03-13,9373040,245331,195997,49334,7334348,335075,1703617,6488936,2884104,0.07802,0.03468,4181046,4240796,425293,1567511,2840453,3011727,316755,881879,1340593,1229069,108538,685632,114320,9593,121418,109562,112946,20510,8048,1755999,927754,81627,746618
2021-03-14,9543841,170801,134766,36035,7423843,340126,1779872,6623702,2920139,0.07964,0.03511,4266043,4307307,441408,1570975,2896461,3072888,331859,883676,1369582,1234419,109549,687299,89495,5051,76255,84997,66511,16115,3464,1777764,934708,79957,763099
2021-03-15,9790233,246392,187576,58816,7575119,352404,1862710,6811278,2978955,0.0819,0.03582,4400463,4391447,461474,1582289,2984151,3147219,350790,890548,1416312,1244228,110684,691741,151276,12278,82838,134420,84140,20066,11314,1787328,950693,81246,755389
2021-03-16,9969472,179239,112234,67005,7741746,363102,1864624,6923512,3045960,0.08325,0.03662,4527474,4426082,473886,1593025,3059300,3169255,361553,895647,1468174,1256827,112333,697378,166627,10698,1914,127011,34635,12412,10736,1717757,977245,79347,661165
2021-03-17,10172318,202846,123978,78868,7926322,379998,1865998,7047490,3124828,0.08474,0.03757,4672447,4463838,487350,1605072,3141952,3193652,373040,902175,1530495,1270186,114310,702897,184576,16896,1374,144973,37756,13464,12047,1640886,1006150,84745,549991
2021-03-18,10365213,192895,118097,74798,8100573,397080,1867560,7165587,3199626,0.08616,0.03847,4812398,4498757,499905,1615322,3222615,3215628,383588,907340,1589783,1283129,116317,707982,174251,17082,1562,139951,34919,12555,10250,1555855,1032234,88755,434866
2021-03-19,10604706,239493,157407,82086,8282893,416622,1905191,7322994,3281712,0.08805,0.03946,4961948,4563922,518114,1627194,3306761,3267408,399605,914537,1655187,1296514,118509,712657,182320,19542,37631,149550,65165,18209,11872,1476997,1062865,91140,322992
2021-03-20,10822422,217716,163935,53781,8418036,431644,1972742,7486929,3335493,0.09002,0.04011,5078536,4641917,537715,1633319,3379545,3337212,417708,917920,1698991,1304705,120007,715399,135143,15022,67551,116588,77995,19601,6125,1449382,1083688,96569,269125
2021-03-21,10987829,165407,126639,38768,8522032,440812,2024985,7613568,3374261,0.09155,0.04057,5171749,4694283,554274,1635819,3440184,3384099,433219,919244,1731565,1310184,121055,716575,103996,9168,52243,93213,52366,16559,2500,1443988,1098189,100686,245113
2021-03-22,11249445,261616,184772,76844,8686178,463816,2099451,7798340,3451105,0.09377,0.0415,5329624,4766248,576579,1645397,3534739,3445389,453483,925279,1794885,1320859,123096,720118,164146,23004,74466,157875,71965,22305,9578,1459212,1111059,111412,236741
2021-03-23,11541640,292195,209114,83081,8865125,482996,2193519,8007454,3534186,0.09628,0.0425,5490190,4854892,604288,1656865,3629814,3521119,478432,932910,1860376,1333773,125856,723955,178947,19180,94068,160566,88644,27709,11468,1572168,1123379,119894,328895
2021-03-24,11862138,320498,232959,87539,9059031,512678,2290429,8240413,3621725,0.09908,0.04355,5664852,4952071,635971,1672375,3732242,3605792,507202,944863,1932610,1346279,128769,727512,193906,29682,96910,174662,97179,31683,15510,1689820,1132709,132680,424431
2021-03-25,12184703,322565,243293,79272,9244430,536330,2403943,8483706,3700997,0.10201,0.0445,5830941,5060081,670798,1683452,3832663,3703768,539527,951994,1998278,1356313,131271,731458,185399,23652,113514,166089,108010,34827,11077,1819490,1143857,139250,536383
2021-03-26,12538744,354041,265607,88434,9444897,567276,2526571,8749313,3789431,0.1052,0.04556,6003833,5184282,710463,1698535,3933360,3816071,576057,962322,2070473,1368211,134406,736213,200467,30946,122628,172892,124201,39665,15083,1934038,1162004,150654,621380
2021-03-27,12817534,278790,215687,63103,9595095,593167,2629272,8965000,3852534,0.10780000000000001,0.04632,6147056,5279869,744190,1703356,4023632,3903670,607441,965464,2123424,1376199,136749,737892,150198,25891,102701,143223,95587,33727,4821,1995112,1177059,161523,656530
2021-03-28,13010655,193121,140735,52386,9711379,611108,2688168,9105735,3904920,0.10949,0.04695,6253046,5333384,768116,1706823,4085867,3950861,629648,967502,2167179,1382523,138468,739321,116284,17941,58896,105990,53515,23926,3467,2022826,1189347,170296,663183
2021-03-29,13306281,295626,207566,88060,9896846,634404,2775031,9313301,3992980,0.11198,0.04801,6418833,5404751,806706,1716518,4180272,4010842,665103,973637,2238561,1393909,141603,742881,185467,23296,86863,165787,71367,38590,9695,2056836,1210668,170588,675580
2021-03-30,13615692,309411,217337,92074,10108447,657695,2849550,9530638,4085054,0.1146,0.04912,6591913,5474211,853024,1727240,4280843,4069380,706095,981320,2311070,1404831,146929,745920,211601,23291,74519,173080,69460,46318,10722,2074052,1243322,174699,656031
2021-03-31,13929377,313685,212726,100959,10351559,689004,2888814,9743364,4186013,0.11715,0.05033,6774517,5538855,899988,1738789,4384637,4121392,747318,988525,2389880,1417463,152670,750264,243112,31309,39264,182604,64644,46964,11549,2067239,1292528,176326,598385
2021-04-01,14221047,291670,201283,90387,10579035,716441,2925571,9944647,4276400,0.11957,0.05142,6936269,5606629,944397,1747554,4476928,4175958,787230,994147,2459341,1430671,157167,753407,227476,27437,36757,161752,67774,44409,8765,2036344,1334605,180111,521628
2021-04-02,14445984,224937,153922,71015,10757872,732051,2956061,10098569,4347415,0.12143,0.05227,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,178837,15610,30490,130903,47945,36996,2356,1907240,1312975,164775,429490
2021-04-03,14669348,223364,157655,65709,10924061,748820,2996467,10256224,4413124,0.12332,0.05306,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,166189,16769,40406,131689,44109,37344,3126,1851814,1328966,155653,367195
2021-04-04,14862422,193074,139765,53309,11056592,759872,3045958,10395989,4466433,0.125,0.0537,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,132531,11052,49491,110905,33032,29264,1137,1851767,1345213,148764,357790
2021-04-05,15105477,243055,170560,72495,11219377,777519,3108581,10566549,4538928,0.12705,0.05458,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,162785,17647,62623,146270,38351,33528,2199,1799196,1322531,143115,333550
2021-04-06,15427516,322039,227128,94911,11434391,805451,3187674,10793677,4633839,0.12978,0.05572,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,215014,27932,79093,188890,56620,43111,5556,1811824,1325944,147756,338124
