date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,24119,24119,23982,137,24119,0,0,23982,137,0,0,10705,8657,1305,12604,10664,8590,1305,12536,41,67,0,68,24119,0,0,10705,8657,1305,12604,NA,NA,NA,NA
2020-12-28,42503,18384,18384,0,42503,0,0,42366,137,0.001,0,18621,15788,1991,21344,18580,15721,1991,21276,41,67,0,68,18384,0,0,7916,7131,686,8740,NA,NA,NA,NA
2020-12-29,91187,48684,48095,589,91187,0,0,90461,726,0.001,0,34989,40734,3107,40508,34724,40420,3107,40099,265,314,0,409,48684,0,0,16368,24946,1116,19164,NA,NA,NA,NA
2020-12-30,152668,61481,61477,4,152668,0,0,151938,730,0.002,0,55510,73365,4901,63206,55243,73050,4901,62794,267,315,0,412,61481,0,0,20521,32631,1794,22698,NA,NA,NA,NA
2020-12-31,202026,49358,49241,117,202026,0,0,201179,847,0.002,0,72831,96719,6752,83965,72517,96367,6752,83476,314,352,0,489,49358,0,0,17321,23354,1851,20759,NA,NA,NA,NA
2021-01-01,221300,19274,19274,0,221299,0,1,220453,847,0.003,0,81208,105449,7830,92301,80894,105097,7830,91812,314,352,0,489,19273,0,1,8377,8730,1078,8336,NA,NA,NA,NA
2021-01-02,273940,52640,52424,216,273939,0,1,272877,1063,0.003,0,102774,129731,10350,113258,102365,129304,10350,112629,409,427,0,629,52640,0,0,21566,24282,2520,20957,273940,273939,0,1
2021-01-03,298248,24308,24308,0,298247,0,1,297185,1063,0.004,0,113044,140227,11284,123279,112635,139800,11284,122650,409,427,0,629,24308,0,0,10270,10496,934,10021,274129,274128,0,1
2021-01-04,346598,48350,48350,0,346597,0,1,345535,1063,0.004,0,129646,164913,13951,139091,129237,164486,13951,138462,409,427,0,629,48350,0,0,16602,24686,2667,15812,304095,304094,0,1
2021-01-05,399951,53353,53330,23,399949,1,1,398865,1086,0.005,0,147987,192565,16489,157656,147576,192117,16489,157025,411,448,0,631,53352,1,0,18341,27652,2538,18565,308764,308762,1,1
2021-01-06,462946,62995,62994,1,462941,2,3,461859,1087,0.006,0,169498,225530,19910,180812,169086,225082,19910,180181,412,448,0,631,62992,1,2,21511,32965,3421,23156,310278,310273,2,3
2021-01-07,519147,56201,56197,4,519142,2,3,518056,1091,0.006,0,189172,254868,22957,197233,188758,254418,22957,196600,414,450,0,633,56201,0,0,19674,29338,3047,16421,317121,317116,2,3
2021-01-08,582306,63159,62859,300,582256,47,3,580915,1391,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,63114,45,0,22349,32447,3367,20986,361006,360957,47,2
2021-01-09,643536,61230,61181,49,643486,47,3,642096,1440,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,61230,0,0,25801,25923,2683,25106,369596,369547,47,2
2021-01-10,678675,35139,35132,7,678625,47,3,677228,1447,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,35139,0,0,15133,14556,1372,12990,380427,380378,47,2
2021-01-11,745016,66341,66290,51,744965,48,3,743518,1498,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,66340,1,0,25058,31382,3208,20459,398418,398368,48,2
2021-01-12,827947,82931,82881,50,827894,48,5,826399,1548,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,82929,0,2,28182,42162,2995,24957,427996,427945,47,4
2021-01-13,939124,111177,110999,178,938274,845,5,937398,1726,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,110380,797,0,39472,57506,3903,35608,476178,475333,843,2
2021-01-14,1022165,83041,82762,279,1016731,5429,5,1020160,2005,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,78457,4584,0,29636,42257,2284,24124,503018,497589,5427,2
2021-01-15,1112268,90103,89433,670,1101378,10866,24,1109593,2675,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,84647,5437,19,33922,44572,3959,27739,529962,519122,10819,21
2021-01-16,1169449,57181,56211,970,1156787,12638,24,1165804,3645,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,55409,1772,0,24258,24954,2131,19596,525913,513301,12591,21
2021-01-17,1216955,47506,30840,16666,1202987,13943,25,1196644,20311,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,46200,1305,1,20466,20375,2025,19746,538280,524362,13896,22
2021-01-18,1298293,81338,65711,15627,1280756,17511,26,1262355,35938,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,77769,3568,1,29279,42881,2222,20356,553277,535791,17463,23
2021-01-19,1410667,112374,80161,32213,1390091,20500,76,1342516,68151,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,109335,2989,50,37037,62085,3608,30943,582720,562197,20452,71
2021-01-20,1541596,130929,79975,50954,1518286,23230,80,1422491,119105,0.017,0.001,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,128195,2730,4,48311,64071,4243,42235,602472,580012,22385,75
2021-01-21,1645357,103761,64088,39673,1619458,25819,80,1486579,158778,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,101172,2589,0,42074,48464,4449,34117,623192,602727,20390,75
2021-01-22,1747028,101671,67291,34380,1719117,27819,92,1553870,193158,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,99659,2000,12,43899,45386,3607,34447,634760,617739,16953,68
2021-01-23,1832396,85368,40690,44678,1804101,28202,93,1594560,237836,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,84984,383,1,37718,37100,3401,27274,662947,647314,15564,69
2021-01-24,1881548,49152,25417,23735,1853005,28446,97,1619977,261571,0.019,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,48904,244,4,23888,19078,917,15066,664593,650018,14503,72
2021-01-25,1977421,95873,58146,37727,1947154,30168,99,1678123,299298,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,94149,1722,2,40720,41565,3496,25135,679128,666398,12657,73
2021-01-26,2076446,99025,50929,48096,2044519,31822,105,1729052,347394,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,97365,1654,6,40197,45564,3787,26288,665779,654428,11322,29
2021-01-27,2187351,110905,51578,59327,2153490,33748,113,1780630,406721,0.021,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,108971,1926,8,43262,52313,5172,30854,645755,635204,10518,33
2021-01-28,2278480,91129,45106,46023,2242983,35383,114,1825736,452744,0.022,0.005,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,89493,1635,1,38156,40823,4188,24438,633123,623525,9564,34
2021-01-29,2386692,108212,51161,57051,2349722,36788,182,1876897,509795,0.023,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,106739,1405,68,42904,47911,5533,29403,639664,630605,8969,90
2021-01-30,2473033,86341,35288,51053,2435188,37662,183,1912185,560848,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,85466,874,1,36518,36449,3961,27333,640637,631087,9460,90
2021-01-31,2530435,57402,26620,30782,2492225,38027,183,1938805,591630,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,57037,365,0,25453,22230,2107,15997,648887,639220,9581,86
2021-02-01,2650954,120519,58859,61660,2610476,40238,240,1997664,653290,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,118251,2211,57,43309,63377,3710,27400,673533,663322,10070,141
2021-02-02,2780584,129630,63033,66597,2737222,43108,254,2060697,719887,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,126746,2870,14,43459,70065,5194,30200,704138,692703,11286,149
2021-02-03,2938001,157417,63549,93868,2888670,49057,274,2124246,813755,0.026,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,151448,5949,20,59350,77411,5926,42514,750650,735180,15309,161
2021-02-04,3068728,130727,60682,70045,3013938,54510,280,2184928,883800,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,125268,5453,6,49003,64662,4567,31313,790248,770955,19127,166
2021-02-05,3210829,142101,65918,76183,3150152,60390,287,2250846,959983,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,136214,5880,7,54538,70143,5321,33929,824137,800430,23602,105
2021-02-06,3309678,98849,46286,52563,3246534,62856,288,2297132,1012546,0.028,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,96382,2466,1,39990,46078,4560,25804,836645,811346,25194,105
2021-02-07,3363196,53518,28104,25414,3297701,65205,290,2325236,1037960,0.028,0.012,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,51167,2349,2,25641,21272,2718,13233,832761,805476,27178,107
2021-02-08,3472649,109453,53281,56172,3403277,69064,308,2378517,1094132,0.029,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,105576,3859,18,52517,45804,3974,18776,821695,792801,28826,68
2021-02-09,3604729,132080,59220,72860,3531367,72946,416,2437737,1166992,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,128090,3882,108,61170,58646,4448,22913,824145,794145,29838,162
2021-02-10,3752987,148258,73379,74879,3669012,76537,7438,2511116,1241871,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,137645,3591,7022,66918,66666,4008,29421,814986,780342,27480,7164
2021-02-11,3894359,141372,73328,68044,3788017,83486,22856,2584444,1309915,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,119005,6949,15418,61016,67530,5474,25137,825631,774079,28976,22576
2021-02-12,4049843,155484,79817,75667,3919982,92958,36903,2664261,1385582,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,131965,9472,14047,71492,70677,6276,25475,839014,769830,32568,36616
2021-02-13,4157346,107503,61544,45959,4011881,95993,49472,2725805,1431541,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,91899,3035,12569,56331,41719,4604,17535,847668,765347,33137,49184
2021-02-14,4222142,64796,39779,25017,4066985,98394,56763,2765584,1456558,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,55104,2401,7291,38523,22724,1618,8066,858946,769284,33189,56473
2021-02-15,4348269,126127,70401,55726,4173976,102791,71502,2835985,1512284,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,106991,4397,14739,67469,48201,4035,19272,875620,770699,33727,71194
2021-02-16,4482593,134324,81385,52939,4279638,108026,94929,2917370,1565223,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,105662,5235,23427,66034,58031,2675,16982,877864,748271,35080,94513
2021-02-17,4632203,149610,94215,55395,4402026,115547,114630,3011585,1620618,0.036,0.019,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,122388,7521,19701,80408,57991,5087,21528,879216,733014,39010,107192
2021-02-18,4775668,143465,91818,51647,4513378,123310,138980,3103403,1672265,0.037,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,111352,7763,24350,75874,58183,3438,19017,881309,725361,39824,116124
2021-02-19,4927974,152306,98813,53493,4631186,132693,164095,3202216,1725758,0.039,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,117808,9383,25115,80761,60342,4872,17360,878131,711204,39735,127192
2021-02-20,5042009,114035,76371,37664,4719144,137165,185700,3278587,1763422,0.039,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,87958,4472,21605,61600,43713,3658,13991,884663,707263,41172,136228
2021-02-21,5127780,85771,56880,28891,4786412,140393,200975,3335467,1792313,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,67268,3228,15275,48786,30517,2566,10371,905638,719427,41999,144212
2021-02-22,5288029,160249,99462,60787,4912987,149200,225842,3434929,1853100,0.041,0.022,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,126575,8807,24867,79647,69613,4897,17850,939760,739011,46409,154340
2021-02-23,5454099,166070,106452,59618,5045074,156024,253001,3541381,1912718,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,132087,6824,27159,80209,72879,5300,17870,971506,765436,47998,158072
2021-02-24,5628023,173924,115133,58791,5176628,163548,287847,3656514,1971509,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,131554,7524,34846,84879,74824,6578,19035,995820,774602,48001,173217
2021-02-25,5815676,187653,129668,57985,5307213,170067,338396,3786182,2029494,0.046,0.024,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,130585,6519,50549,82386,90489,6436,18119,1040008,793835,46757,199416
2021-02-26,6022591,206915,143166,63749,5445720,178765,398106,3929348,2093243,0.047,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,138507,8698,59710,88644,101335,7076,19689,1094617,814534,46072,234011
2021-02-27,6170530,147939,108261,39678,5538160,182956,449414,4037609,2132921,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,92440,4191,51308,63656,72302,6710,12871,1128521,819016,45791,263714
2021-02-28,6278626,108096,83857,24239,5600503,186912,491211,4121466,2157160,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,62343,3956,41797,48225,53289,4281,6661,1150846,814091,46519,290236
2021-03-01,6472860,194234,144920,49314,5729000,195919,547941,4266386,2206474,0.051,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,128497,9007,56730,102521,77964,7799,13259,1184831,816013,46719,322099
2021-03-02,6691108,218248,164639,53609,5869455,205569,616084,4431025,2260083,0.053,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,140455,9650,68143,110086,94219,9601,14607,1237009,824381,49545,363083
2021-03-03,6931968,240860,173154,67706,6025219,218905,687844,4604179,2327789,0.055,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,155764,13336,71760,120669,101381,11624,17234,1303945,848591,55357,399997
2021-03-04,7172880,240912,178555,62357,6167554,232421,772905,4782734,2390146,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,142335,13516,85061,111264,109772,12386,15763,1357204,860341,62354,434509
2021-03-05,7436899,264019,197923,66096,6313924,245275,877700,4980657,2456242,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,146370,12854,104795,117945,125041,14949,15447,1414308,868204,66510,479594
2021-03-06,7638639,201740,152771,48969,6424191,253854,960594,5133428,2505211,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,110267,8579,82894,89511,94681,10430,9518,1468109,886031,70898,511180
2021-03-07,7787852,149213,114571,34642,6506908,260575,1020369,5247999,2539853,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,82717,6721,59775,71282,66068,8107,5565,1509226,906405,73663,529158
2021-03-08,8025371,237519,185215,52304,6642384,271565,1111422,5433214,2592157,0.065,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,135476,10990,91053,118828,95840,16349,12320,1552511,913384,75646,563481
2021-03-09,8275155,249784,195066,54718,6782540,284170,1208445,5628280,2646875,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,140156,12605,97023,120904,102416,17409,13547,1584047,913085,78601,592361
2021-03-10,8557037,281882,216700,65182,6939389,295681,1321967,5844980,2712057,0.07,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,156849,11511,113522,130888,113519,20726,18367,1625069,914170,76776,634123
2021-03-11,8836944,279907,218993,60914,7088291,308758,1439895,6063973,2772971,0.073,0.033,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,148902,13077,117928,128872,119872,21144,13619,1664064,920737,76337,666990
2021-03-12,9156682,319738,248291,71447,7240223,325930,1590529,6312264,2844418,0.076,0.034,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,151932,17172,150634,134014,151672,22677,15455,1719783,926299,80655,712829
2021-03-13,9402322,245640,196308,49332,7354703,335526,1712093,6508572,2893750,0.078,0.035,4181046,4240796,425293,1567511,2840453,3011727,316755,881879,1340593,1229069,108538,685632,114480,9596,121564,109562,112946,20510,8048,1763683,930512,81672,751499
2021-03-14,9573154,170832,134799,36033,7444204,340577,1788373,6643371,2929783,0.08,0.035,4266043,4307307,441408,1570975,2896461,3072888,331859,883676,1369582,1234419,109549,687299,89501,5051,76280,84997,66511,16115,3464,1785302,937296,80002,768004
2021-03-15,9820325,247171,188357,58814,7595686,352873,1871766,6831728,2988597,0.082,0.036,4400463,4391447,461474,1582289,2984151,3147219,350790,890548,1416312,1244228,110684,691741,151482,12296,83393,134420,84140,20066,11314,1794954,953302,81308,760344
2021-03-16,10000171,179846,112846,67000,7762885,363605,1873681,6944574,3055597,0.084,0.037,4527474,4426082,473886,1593025,3059300,3169255,361553,895647,1468174,1256827,112333,697378,167199,10732,1915,127011,34635,12412,10736,1725016,980345,79435,665236
2021-03-17,10203810,203639,124739,78900,7948190,380555,1875065,7069313,3134497,0.085,0.038,4672447,4463838,487350,1605072,3141952,3193652,373040,902175,1530495,1270186,114310,702897,185305,16950,1384,144973,37756,13464,12047,1646773,1008801,84874,553098
2021-03-18,10397610,193800,119011,74789,8122945,398033,1876632,7188324,3209286,0.086,0.039,4812398,4498757,499905,1615322,3222615,3215628,383588,907340,1589783,1283129,116317,707982,174755,17478,1567,139951,34919,12555,10250,1560666,1034654,89275,436737
2021-03-19,10638131,240521,158423,82098,8305614,417633,1914884,7346747,3291384,0.088,0.04,4961948,4563922,518114,1627194,3306761,3267408,399605,914537,1655187,1296514,118509,712657,182669,19600,38252,149550,65165,18209,11872,1481449,1065391,91703,324355
2021-03-20,10856312,218181,164402,53779,8440833,432663,1982816,7511149,3345163,0.09,0.04,5078536,4641917,537715,1633319,3379545,3337212,417708,917920,1698991,1304705,120007,715399,135219,15030,67932,116588,77995,19601,6125,1453990,1086130,97137,270723
2021-03-21,11021724,165412,126646,38766,8544830,441832,2035062,7637795,3383929,0.092,0.041,5171749,4694283,554274,1635819,3440184,3384099,433219,919244,1731565,1310184,121055,716575,103997,9169,52246,93213,52366,16559,2500,1448570,1100626,101255,246689
2021-03-22,11286436,264712,187777,76935,8709716,465300,2111420,7825572,3460864,0.094,0.042,5329624,4766248,576579,1645397,3534739,3445389,453483,925279,1794885,1320859,123096,720118,164886,23468,76358,157875,71965,22305,9578,1466111,1114030,112427,239654
2021-03-23,11585255,298819,215529,83290,8892643,484687,2207925,8041101,3544154,0.097,0.043,5490190,4854892,604288,1656865,3629814,3521119,478432,932910,1860376,1333773,125856,723955,182927,19387,96505,160566,88644,27709,11468,1585084,1129758,121082,334244
2021-03-24,11915860,330605,242793,87812,9090779,515426,2309655,8283894,3631966,0.1,0.044,5664852,4952071,635971,1672375,3732242,3605792,507202,944863,1932610,1346279,128769,727512,198136,30739,101730,174662,97179,31683,15510,1712050,1142589,134871,434590
2021-03-25,12248563,332703,253295,79408,9279008,540395,2429160,8537189,3711374,0.103,0.045,5830941,5060081,670798,1683452,3832663,3703768,539527,951994,1998278,1356313,131271,731458,188229,24969,119505,166089,108010,34827,11077,1850953,1156063,142362,552528
2021-03-26,12615588,367025,278375,88650,9481008,572885,2561695,8815564,3800024,0.106,0.046,6003833,5184282,710463,1698535,3933360,3816071,576057,962322,2070473,1368211,134406,736213,202000,32490,132535,172892,124201,39665,15083,1977457,1175394,155252,646811
2021-03-27,12898106,282518,219390,63128,9631441,599296,2667369,9034954,3863152,0.109,0.046,6147056,5279869,744190,1703356,4023632,3903670,607441,965464,2123424,1376199,136749,737892,150433,26411,105674,143223,95587,33727,4821,2041794,1190608,166633,684553
2021-03-28,13092316,194210,141660,52550,9748186,617564,2726566,9176614,3915702,0.11,0.047,6253046,5333384,768116,1706823,4085867,3950861,629648,967502,2167179,1382523,138468,739321,116745,18268,59197,105990,53515,23926,3467,2070592,1203356,175732,691504
2021-03-29,13396907,304591,216237,88354,9934620,641642,2820645,9392851,4004056,0.113,0.048,6418833,5404751,806706,1716518,4180272,4010842,665103,973637,2238561,1393909,141603,742881,186434,24078,94079,165787,71367,38590,9695,2110471,1224904,176342,709225
2021-03-30,13722143,325236,232613,92623,10150756,666388,2904999,9625464,4096679,0.116,0.049,6591913,5474211,853024,1727240,4280843,4069380,706095,981320,2311070,1404831,146929,745920,216136,24746,84354,173080,69460,46318,10722,2136888,1258113,181701,697074
2021-03-31,14057387,335244,233468,101776,10398825,701090,2957472,9858932,4198455,0.119,0.05,6774517,5538855,899988,1738789,4384637,4121392,747318,988525,2389880,1417463,152670,750264,248069,34702,52473,182604,64644,46964,11549,2141527,1308046,185664,647817
2021-04-01,14374383,316996,225596,91400,10630832,731425,3012126,10084528,4289855,0.121,0.052,6936269,5606629,944397,1747554,4476928,4175958,787230,994147,2459341,1430671,157167,753407,232007,30335,54654,161752,67774,44409,8765,2125820,1351824,191030,582966
2021-04-02,14601918,227535,156193,71342,10811034,747216,3043668,10240721,4361197,0.123,0.052,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,180202,15791,31542,130903,47945,36996,2356,1986330,1330026,174331,481973
2021-04-03,14830652,228734,162777,65957,10981678,764221,3084753,10403498,4427154,0.125,0.053,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,170644,17005,41085,131689,44109,37344,3126,1932546,1350237,164925,417384
2021-04-04,15025425,194773,141295,53478,11115757,775309,3134359,10544793,4480632,0.127,0.054,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,134079,11088,49606,110905,33032,29264,1137,1933109,1367571,157745,407793
2021-04-05,15274466,249041,175824,73217,11283591,793055,3197820,10720617,4553849,0.129,0.055,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,167834,17746,63461,146270,38351,33528,2199,1877559,1348971,151413,377175
2021-04-06,15646972,372506,274879,97627,11538581,824075,3284316,10995496,4651476,0.132,0.056,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,254990,31020,86496,188890,56620,43111,5556,1924829,1387825,157687,379317
2021-04-07,16315771,668799,575067,93732,12077731,855348,3382692,11570563,4745208,0.139,0.057,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,539150,31273,98376,0,0,0,0,2258384,1678906,154258,425220
2021-04-08,17035698,719927,633613,86314,12645371,886084,3504243,12204176,4831522,0.147,0.058,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,567640,30736,121551,0,0,0,0,2661315,2014539,154659,492117
