date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,24427,24427,24416,11,24427,0,0,24416,11,0,0,10705,8657,1305,12604,10664,8590,1305,12536,41,67,0,68,24427,0,0,10705,8657,1305,12604,NA,NA,NA,NA
2020-12-28,42810,18383,18383,0,42810,0,0,42799,11,0.001,0,18621,15788,1991,21344,18580,15721,1991,21276,41,67,0,68,18383,0,0,7916,7131,686,8740,NA,NA,NA,NA
2020-12-29,91799,48989,48400,589,91799,0,0,91199,600,0.001,0,34989,40734,3107,40508,34724,40420,3107,40099,265,314,0,409,48989,0,0,16368,24946,1116,19164,NA,NA,NA,NA
2020-12-30,153999,62200,62195,5,153999,0,0,153394,605,0.002,0,55510,73365,4901,63206,55243,73050,4901,62794,267,315,0,412,62200,0,0,20521,32631,1794,22698,NA,NA,NA,NA
2020-12-31,203970,49971,49831,140,203970,0,0,203225,745,0.002,0,72831,96719,6752,83965,72517,96367,6752,83476,314,352,0,489,49971,0,0,17321,23354,1851,20759,NA,NA,NA,NA
2021-01-01,223239,19269,19269,0,223238,0,1,222494,745,0.003,0,81208,105449,7830,92301,80894,105097,7830,91812,314,352,0,489,19268,0,1,8377,8730,1078,8336,NA,NA,NA,NA
2021-01-02,276097,52858,52582,276,276096,0,1,275076,1021,0.003,0,102774,129731,10350,113258,102365,129304,10350,112629,409,427,0,629,52858,0,0,21566,24282,2520,20957,276097,276096,0,1
2021-01-03,300261,24164,24163,1,300260,0,1,299239,1022,0.004,0,113044,140227,11284,123279,112635,139800,11284,122650,409,427,0,629,24164,0,0,10270,10496,934,10021,275834,275833,0,1
2021-01-04,348661,48400,48400,0,348660,0,1,347639,1022,0.004,0,129646,164913,13951,139091,129237,164486,13951,138462,409,427,0,629,48400,0,0,16602,24686,2667,15812,305851,305850,0,1
2021-01-05,402509,53848,53823,25,402507,1,1,401462,1047,0.005,0,147987,192565,16489,157656,147576,192117,16489,157025,411,448,0,631,53847,1,0,18341,27652,2538,18565,310710,310708,1,1
2021-01-06,465338,62829,62828,1,465328,7,3,464290,1048,0.006,0,169498,225530,19910,180812,169086,225082,19910,180181,412,448,0,631,62821,6,2,21511,32965,3421,23156,311339,311329,7,3
2021-01-07,521367,56029,56025,4,521353,11,3,520315,1052,0.006,0,189172,254868,22957,197233,188758,254418,22957,196600,414,450,0,633,56025,4,0,19674,29338,3047,16421,317397,317383,11,3
2021-01-08,584980,63613,63295,318,584918,59,3,583610,1370,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,63565,48,0,22349,32447,3367,20986,361741,361680,59,2
2021-01-09,646353,61373,61327,46,646291,59,3,644937,1416,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,61373,0,0,25801,25923,2683,25106,370256,370195,59,2
2021-01-10,681628,35275,35267,8,681566,59,3,680204,1424,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,35275,0,0,15133,14556,1372,12990,381367,381306,59,2
2021-01-11,748360,66732,66684,48,748297,60,3,746888,1472,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,66731,1,0,25058,31382,3208,20459,399699,399637,60,2
2021-01-12,831281,82921,82873,48,831216,60,5,829761,1520,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,82919,0,2,28182,42162,2995,24957,428772,428709,59,4
2021-01-13,943321,112040,111862,178,942459,857,5,941623,1698,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,111243,797,0,39472,57506,3903,35608,477983,477131,850,2
2021-01-14,1026574,83253,82931,322,1021085,5484,5,1024554,2020,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,78626,4627,0,29636,42257,2284,24124,505207,499732,5473,2
2021-01-15,1117763,91189,90477,712,1106818,10921,24,1115031,2732,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,85733,5437,19,33922,44572,3959,27739,532783,521900,10862,21
2021-01-16,1175175,57412,56443,969,1162458,12693,24,1171474,3701,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,55640,1772,0,24258,24954,2131,19596,528822,516167,12634,21
2021-01-17,1223351,48176,31250,16926,1209328,13998,25,1202724,20627,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,46870,1305,1,20466,20375,2025,19746,541723,527762,13939,22
2021-01-18,1305602,82251,66506,15745,1287542,18034,26,1269230,36372,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,78214,4036,1,29279,42881,2222,20356,557242,539245,17974,23
2021-01-19,1420319,114717,81786,32931,1398740,21503,76,1351016,69303,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,111198,3469,50,37037,62085,3608,30943,589038,567524,21443,71
2021-01-20,1552365,132046,80791,51255,1528032,24253,80,1431807,120558,0.017,0.001,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,129292,2750,4,48311,64071,4243,42235,609044,585573,23396,75
2021-01-21,1657019,104654,64527,40127,1629974,26965,80,1496334,160685,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,101942,2712,0,42074,48464,4449,34117,630445,608889,21481,75
2021-01-22,1759176,102157,67454,34703,1730076,29008,92,1563788,195388,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,100102,2043,12,43899,45386,3607,34447,641413,623258,18087,68
2021-01-23,1844739,85563,40627,44936,1815255,29391,93,1604415,240324,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,85179,383,1,37718,37100,3401,27274,669564,652797,16698,69
2021-01-24,1894413,49674,25627,24047,1864681,29635,97,1630042,264371,0.02,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,49426,244,4,23888,19078,917,15066,671062,655353,15637,72
2021-01-25,1990646,96233,58193,38040,1959190,31357,99,1688235,302411,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,94509,1722,2,40720,41565,3496,25135,685044,671648,13323,73
2021-01-26,2090254,99608,50986,48622,2057138,33011,105,1739221,351033,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,97948,1654,6,40197,45564,3787,26288,669935,658398,11508,29
2021-01-27,2201474,111220,51597,59623,2166424,34937,113,1790818,410656,0.022,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,109286,1926,8,43262,52313,5172,30854,649109,638392,10684,33
2021-01-28,2292964,91490,45062,46428,2256278,36572,114,1835880,457084,0.022,0.005,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,89854,1635,1,38156,40823,4188,24438,635945,626304,9607,34
2021-01-29,2401592,108628,51087,57541,2363436,37977,179,1886967,514625,0.023,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,107158,1405,65,42904,47911,5533,29403,642416,633360,8969,87
2021-01-30,2489205,87613,35431,52182,2450174,38851,180,1922398,566807,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,86738,874,1,36518,36449,3961,27333,644466,634919,9460,87
2021-01-31,2547246,58041,26741,31300,2507839,39227,180,1949139,598107,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,57665,376,0,25453,22230,2107,15997,652833,643158,9592,83
2021-02-01,2669172,121926,59524,62402,2627497,41438,237,2008663,660509,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,119658,2211,57,43309,63377,3710,27400,678526,668307,10081,138
2021-02-02,2799881,130709,63546,67163,2755322,44308,251,2072209,727672,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,127825,2870,14,43459,70065,5194,30200,709627,698184,11297,146
2021-02-03,2958925,159044,64277,94767,2907957,50697,271,2136486,822439,0.026,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,152635,6389,20,59350,77411,5926,42514,757451,741533,15760,158
2021-02-04,3091047,132122,61532,70590,3034197,56573,277,2198018,893029,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,126240,5876,6,49003,64662,4567,31313,798083,777919,20001,163
2021-02-05,3235544,144497,67259,77238,3172286,62974,284,2265277,970267,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,138089,6401,7,54538,70143,5321,33929,833952,808850,24997,105
2021-02-06,3335094,99550,46675,52875,3269369,65440,285,2311952,1023142,0.028,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,97083,2466,1,39990,46078,4560,25804,845889,819195,26589,105
2021-02-07,3389344,54250,28186,26064,3321268,67789,287,2340138,1049206,0.028,0.013,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,51899,2349,2,25641,21272,2718,13233,842098,813429,28562,107
2021-02-08,3499598,110254,53416,56838,3427644,71648,306,2393554,1106044,0.029,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,106376,3859,19,52517,45804,3974,18776,830426,800147,30210,69
2021-02-09,3632504,132906,59318,73588,3556558,75530,416,2452872,1179632,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,128914,3882,110,61170,58646,4448,22913,832623,801236,31222,165
2021-02-10,3782582,150078,74258,75820,3695732,79398,7452,2527130,1255452,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,139174,3868,7036,66918,66666,4008,29421,823657,787775,28701,7181
2021-02-11,3925217,142635,74230,68405,3815649,86693,22875,2601360,1323857,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,119917,7295,15423,61016,67530,5474,25137,834170,781452,30120,22598
2021-02-12,4082053,156836,80876,75960,3948362,96568,37123,2682236,1399817,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,132713,9875,14248,71492,70677,6276,25475,846509,776076,33594,36839
2021-02-13,4190087,108034,61963,46071,4040534,99615,49938,2744199,1445888,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,92172,3047,12815,56331,41719,4604,17535,854993,771165,34175,49653
2021-02-14,4254983,64896,39849,25047,4095678,102017,57288,2784048,1470935,0.033,0.018,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,55144,2402,7350,38523,22724,1618,8066,865639,774410,34228,57001
2021-02-15,4382079,127096,71050,56046,4203239,106823,72017,2855098,1526981,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,107561,4806,14729,67469,48201,4035,19272,882481,775595,35175,71711
2021-02-16,4516809,134730,81568,53162,4309234,112058,95517,2936666,1580143,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,105995,5235,23500,66034,58031,2675,16982,884305,752676,36528,95101
2021-02-17,4666652,149843,94387,55456,4431810,119579,115263,3031053,1635599,0.036,0.02,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,122576,7521,19746,80408,57991,5087,21528,884070,736078,40181,107811
2021-02-18,4809999,143347,92022,51325,4543001,127340,139658,3123075,1686924,0.038,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,111191,7761,24395,75874,58183,3438,19017,884782,727352,40647,116783
2021-02-19,4962990,152991,99253,53738,4661046,137115,164829,3222328,1740662,0.039,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,118045,9775,25171,80761,60342,4872,17360,880937,712684,40547,127706
2021-02-20,5077252,114262,76438,37824,4749213,141585,186454,3298766,1778486,0.04,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,88167,4470,21625,61600,43713,3658,13991,887165,708679,41970,136516
2021-02-21,5163081,85829,56920,28909,4816512,144813,201756,3355686,1807395,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,67299,3228,15302,48786,30517,2566,10371,908098,720834,42796,144468
2021-02-22,5324344,161263,99923,61340,4943719,153909,226716,3455609,1868735,0.042,0.022,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,127207,9096,24960,79647,69613,4897,17850,942265,740480,47086,154699
2021-02-23,5491184,166840,107122,59718,5075996,161068,254120,3562731,1928453,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,132277,7159,27404,80209,72879,5300,17870,974375,766762,49010,158603
2021-02-24,5665939,174755,115822,58933,5207762,168801,289376,3678553,1987386,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,131766,7733,35256,84879,74824,6578,19035,999287,775952,49222,174113
2021-02-25,5854871,188932,130557,58375,5338917,175446,340508,3809110,2045761,0.046,0.025,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,131155,6645,51132,82386,90489,6436,18119,1044872,795916,48106,200850
2021-02-26,6063125,208254,143796,64458,5478171,184163,400791,3952906,2110219,0.048,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,139254,8717,60283,88644,101335,7076,19689,1100135,817125,47048,235962
2021-02-27,6211742,148617,108517,40100,5571095,188354,452293,4061423,2150319,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,92924,4191,51502,63656,72302,6710,12871,1134490,821882,46769,265839
2021-02-28,6319926,108184,83898,24286,5633505,192310,494111,4145321,2174605,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,62410,3956,41818,48225,53289,4281,6661,1156845,816993,47497,292355
2021-03-01,6515245,195319,145942,49377,5762112,201727,551406,4291263,2223982,0.052,0.027,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,128607,9417,57295,102521,77964,7799,13259,1190901,818393,47818,324690
2021-03-02,6734611,219366,165689,53677,5902674,211699,620238,4456952,2277659,0.054,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,140562,9972,68832,110086,94219,9601,14607,1243427,826678,50631,366118
2021-03-03,6977237,242626,174138,68488,6059371,225061,692805,4631090,2346147,0.056,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,156697,13362,72567,120669,101381,11624,17234,1311298,851609,56260,403429
2021-03-04,7219087,241850,179763,62087,6201515,238601,778971,4810853,2408234,0.058,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,142144,13540,86166,111264,109772,12386,15763,1364216,862598,63155,438463
2021-03-05,7486829,267742,200934,66808,6348728,251412,886689,5011787,2475042,0.06,0.03,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,147213,12811,107718,117945,125041,14949,15447,1423704,870557,67249,485898
2021-03-06,7689071,202242,153015,49227,6459376,260008,969687,5164802,2524269,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,110648,8596,82998,89511,94681,10430,9518,1477329,888281,71654,517394
2021-03-07,7839709,150638,115946,34692,6542149,266743,1030817,5280748,2558961,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,82773,6735,61130,71282,66068,8107,5565,1519783,908644,74433,536706
2021-03-08,8078329,238620,186195,52425,6677727,277747,1122855,5466943,2611386,0.066,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,135578,11004,92038,118828,95840,16349,12320,1563084,915615,76020,571449
2021-03-09,8328402,250073,195299,54774,6817997,290439,1219966,5662242,2666160,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,140270,12692,97111,120904,102416,17409,13547,1593791,915323,78740,599728
2021-03-10,8611580,283178,217628,65550,6975391,301988,1334201,5879870,2731710,0.071,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,157394,11549,114235,130888,113519,20726,18367,1634343,916020,76927,641396
2021-03-11,8892636,281056,220077,60979,7124478,315204,1452954,6099947,2792689,0.073,0.034,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,149087,13216,118753,128872,119872,21144,13619,1673549,922963,76603,673983
2021-03-12,9214340,321704,250206,71498,7276752,332682,1604906,6350153,2864187,0.076,0.034,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,152274,17478,151952,134014,151672,22677,15455,1727511,928024,81270,718217
2021-03-13,9460347,246007,196614,49393,7391322,342416,1726609,6546767,2913580,0.079,0.035,4181046,4240796,425293,1567511,2840453,3011727,316755,881879,1340593,1229069,108538,685632,114570,9734,121703,109562,112946,20510,8048,1771276,931946,82408,756922
2021-03-14,9631347,171000,134940,36060,7480889,347562,1802896,6681707,2949640,0.08,0.035,4266043,4307307,441408,1570975,2896461,3072888,331859,883676,1369582,1234419,109549,687299,89567,5146,76287,84997,66511,16115,3464,1791638,938740,80819,772079
2021-03-15,9879491,248144,189285,58859,7632927,359908,1886656,6870992,3008499,0.083,0.036,4400463,4391447,461474,1582289,2984151,3147219,350790,890548,1416312,1244228,110684,691741,152038,12346,83760,134420,84140,20066,11314,1801162,955200,82161,763801
2021-03-16,10060019,180528,113474,67054,7800527,370928,1888564,6984466,3075553,0.084,0.037,4527474,4426082,473886,1593025,3059300,3169255,361553,895647,1468174,1256827,112333,697378,167600,11020,1908,127011,34635,12412,10736,1731617,982530,80489,668598
2021-03-17,10264735,204716,125793,78923,7986583,388188,1889964,7110259,3154476,0.085,0.038,4672447,4463838,487350,1605072,3141952,3193652,373040,902175,1530495,1270186,114310,702897,186056,17260,1400,144973,37756,13464,12047,1653155,1011192,86200,555763
2021-03-18,10459183,194448,119626,74822,8161882,405766,1891535,7229885,3229298,0.087,0.039,4812398,4498757,499905,1615322,3222615,3215628,383588,907340,1589783,1283129,116317,707982,175299,17578,1571,139951,34919,12555,10250,1566547,1037404,90562,438581
2021-03-19,10701182,241999,159856,82143,8345671,425491,1930020,7389741,3311441,0.089,0.04,4961948,4563922,518114,1627194,3306761,3267408,399605,914537,1655187,1296514,118509,712657,183789,19725,38485,149550,65165,18209,11872,1486842,1068919,92809,325114
2021-03-20,10920090,218908,165037,53871,8481389,440711,1997990,7554778,3365312,0.091,0.04,5078536,4641917,537715,1633319,3379545,3337212,417708,917920,1698991,1304705,120007,715399,135718,15220,67970,116588,77995,19601,6125,1459743,1090067,98295,271381
2021-03-21,11085716,165626,126871,38755,8585575,449889,2050252,7681649,3404067,0.092,0.041,5171749,4694283,554274,1635819,3440184,3384099,433219,919244,1731565,1310184,121055,716575,104186,9178,52262,93213,52366,16559,2500,1454369,1104686,102327,247356
2021-03-22,11351161,265445,189222,76223,8750921,473415,2126825,7870871,3480290,0.095,0.042,5329624,4766248,576579,1645397,3534739,3445389,453483,925279,1794885,1320859,123096,720118,165346,23526,76573,157875,71965,22305,9578,1471670,1117994,113507,240169
2021-03-23,11648622,297461,213863,83598,8931719,493064,2223839,8084734,3563888,0.097,0.043,5490190,4854892,604288,1656865,3629814,3521119,478432,932910,1860376,1333773,125856,723955,180798,19649,97014,160566,88644,27709,11468,1588603,1131192,122136,335275
2021-03-24,11980837,332215,244420,87795,9128479,525634,2326724,8329154,3651683,0.1,0.044,5664852,4952071,635971,1672375,3732242,3605792,507202,944863,1932610,1346279,128769,727512,196760,32570,102885,174662,97179,31683,15510,1716102,1141896,137446,436760
2021-03-25,12315133,334296,254847,79449,9315897,551621,2447615,8584001,3731132,0.103,0.045,5830941,5060081,670798,1683452,3832663,3703768,539527,951994,1998278,1356313,131271,731458,187418,25987,120891,166089,108010,34827,11077,1855950,1154015,145855,556080
2021-03-26,12685837,370704,282063,88641,9517572,586511,2581754,8866064,3819773,0.107,0.046,6003833,5184282,710463,1698535,3933360,3816071,576057,962322,2070473,1368211,134406,736213,201675,34890,134139,172892,124201,39665,15083,1984655,1171901,161020,651734
2021-03-27,12970304,284467,221181,63286,9668631,613633,2688040,9087245,3883059,0.109,0.047,6147056,5279869,744190,1703356,4023632,3903670,607441,965464,2123424,1376199,136749,737892,151059,27122,106286,143223,95587,33727,4821,2050214,1187242,172922,690050
2021-03-28,13166230,195926,143183,52743,9786043,632153,2748034,9230428,3935802,0.111,0.047,6253046,5333384,768116,1706823,4085867,3950861,629648,967502,2167179,1382523,138468,739321,117412,18520,59994,105990,53515,23926,3467,2080514,1200468,182264,697782
2021-03-29,13473082,306852,218278,88574,9973407,657378,2842297,9448706,4024376,0.114,0.048,6418833,5404751,806706,1716518,4180272,4010842,665103,973637,2238561,1393909,141603,742881,187364,25225,94263,165787,71367,38590,9695,2121921,1222486,183963,715472
2021-03-30,13797722,324640,231886,92754,10187644,682782,2927296,9680592,4117130,0.116,0.05,6591913,5474211,853024,1727240,4280843,4069380,706095,981320,2311070,1404831,146929,745920,214237,25404,84999,173080,69460,46318,10722,2149100,1255925,189718,703457
2021-03-31,14135888,338166,235383,102783,10435842,720345,2979701,9915975,4219913,0.119,0.051,6774517,5538855,899988,1738789,4384637,4121392,747318,988525,2389880,1417463,152670,750264,248198,37563,52405,182604,64644,46964,11549,2155051,1307363,194711,652977
2021-04-01,14456038,320150,227759,92391,10669783,751995,3034260,10143734,4312304,0.122,0.052,6936269,5606629,944397,1747554,4476928,4175958,787230,994147,2459341,1430671,157167,753407,233941,31650,54559,161752,67774,44409,8765,2140905,1353886,200374,586645
2021-04-02,14685265,229227,157628,71599,10850958,768473,3065834,10301362,4383903,0.124,0.053,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,181175,16478,31574,130903,47945,36996,2356,1999428,1333386,181962,484080
2021-04-03,14915165,229900,163812,66088,11022723,785532,3106910,10465174,4449991,0.126,0.054,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,171765,17059,41076,131689,44109,37344,3126,1944861,1354092,171899,418870
2021-04-04,15110960,195795,142245,53550,11157863,796624,3156473,10607419,4503541,0.128,0.054,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,135140,11092,49563,110905,33032,29264,1137,1944730,1371820,164471,408439
2021-04-05,15360533,249573,176159,73414,11326143,814510,3219880,10783578,4576955,0.13,0.055,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,168280,17886,63407,146270,38351,33528,2199,1887451,1352736,157132,377583
2021-04-06,15738013,377480,278299,99181,11583971,847426,3306616,11061877,4676136,0.133,0.056,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,257828,32916,86736,188890,56620,43111,5556,1940291,1396327,164644,379320
2021-04-07,16413059,675046,578762,96284,12124293,882911,3405855,11640639,4772420,0.14,0.057,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,540322,35485,99239,0,0,0,0,2277171,1688451,162566,426154
2021-04-08,17141152,728093,638973,89120,12694052,917660,3529440,12279612,4861540,0.148,0.058,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,569759,34749,123585,0,0,0,0,2685114,2024269,165665,495180
2021-04-09,17762978,621826,534426,87400,13181016,952977,3628985,12814038,4948940,0.154,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,486964,35317,99545,0,0,0,0,3077713,2330058,184504,563151
2021-04-10,18129866,366888,301537,65351,13425803,975760,3728303,13115575,5014291,0.158,0.06,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,244787,22783,99318,0,0,0,0,3214701,2403080,190228,621393
2021-04-11,18387766,257900,208020,49880,13591969,993763,3802034,13323595,5064171,0.16,0.061,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,166166,18003,73731,0,0,0,0,3276806,2434106,197139,645561
2021-04-12,18801364,413598,337219,76379,13869569,1022002,3909793,13660814,5140550,0.164,0.062,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,277600,28239,107759,0,0,0,0,3440831,2543426,207492,689913
2021-04-13,19370435,569071,495871,73200,14297254,1048501,4024680,14156685,5213750,0.17,0.063,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,427685,26499,114887,0,0,0,0,3632422,2713283,201075,718064
2021-04-14,20140481,770046,687435,82611,14912592,1080596,4147293,14844120,5296361,0.178,0.064,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,615338,32095,122613,0,0,0,0,3727422,2788299,197685,741438
2021-04-15,20813517,673036,604326,68710,15440993,1116230,4256294,15448446,5365071,0.186,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,528401,35634,109001,0,0,0,0,3672365,2746941,198570,726854
2021-04-16,21398314,584797,512067,72730,15872777,1145659,4379878,15960513,5437801,0.192,0.065,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,431784,29429,123584,0,0,0,0,3635336,2691761,192682,750893
2021-04-17,21753542,355228,300924,54304,16092650,1165531,4495361,16261437,5492105,0.196,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,219873,19872,115483,0,0,0,0,3623676,2666847,189771,767058
2021-04-18,22015018,261476,223153,38323,16261274,1178493,4575251,16484590,5530428,0.198,0.066,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,168624,12962,79890,0,0,0,0,3627252,2669305,184730,773217
2021-04-19,22400394,385376,326894,58482,16541372,1207842,4651180,16811484,5588910,0.202,0.067,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,280098,29349,75929,0,0,0,0,3599030,2671803,185840,741387
2021-04-20,22935592,535198,477320,57878,16905070,1242388,4788134,17288804,5646788,0.208,0.068,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,363698,34546,136954,0,0,0,0,3565157,2607816,193887,763454
